id,eyes,ears,mouth,horn,back,tail,class,breedcount,speed
11203496,eyes-confused,ears-sakura,mouth-doubletalk,horn-scaly-spear,back-bone-sail,tail-cattail,Dusk,4,44
11010494,eyes-telescope,ears-inkling,mouth-lam,horn-arco,back-scarab,tail-nimo,Aquatic,0,52
11153412,eyes-papi,ears-lotus,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,32
11250398,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,0,59
909951,eyes-robin,ears-peace-maker,mouth-little-owl,horn-eggshell,back-pigeon-post,tail-post-fight,Bird,1,61
4564198,eyes-cucumber-slice,ears-hollow,mouth-herbivore,horn-beech,back-watering-can,tail-cattail,Plant,3,31
11202577,eyes-clear,ears-gill,mouth-nut-cracker,horn-arco,back-balloon,tail-nut-cracker,Mech,2,51
11162480,eyes-telescope,ears-gill,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,4,52
11206918,eyes-cucumber-slice,ears-lotus,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,4,39
11217506,eyes-topaz,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,0,33
11101487,eyes-papi,ears-lotus,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,32
11275896,eyes-telescope,ears-peace-maker,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
11275935,eyes-mavis,ears-owl,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,3,59
11186872,eyes-telescope,ears-pink-cheek,mouth-peace-maker,horn-arco,back-tri-feather,tail-the-last-one,Bird,4,59
11186980,eyes-gero,ears-inkling,mouth-catfish,horn-caterpillars,back-sponge,tail-nimo,Aquatic,3,54
11237927,eyes-papi,ears-clover,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,3,40
11003553,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,2,59
11020998,eyes-clear,ears-nimo,mouth-piranha,horn-arco,back-risky-beast,tail-nimo,Aquatic,4,53
11117669,eyes-clear,ears-gill,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
10519105,eyes-mavis,ears-pink-cheek,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,4,61
10750041,eyes-clear,ears-inkling,mouth-razor-bite,horn-arco,back-risky-beast,tail-nimo,Aquatic,5,51
11083739,eyes-gecko,ears-rosa,mouth-herbivore,horn-cactus,back-sandal,tail-cattail,Plant,2,32
11173232,eyes-neo,ears-small-frill,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,6,41
11282722,eyes-little-owl,ears-gill,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
11291752,eyes-papi,ears-rosa,mouth-goda,horn-beech,back-scarab,tail-cattail,Plant,2,32
11191069,eyes-telescope,ears-gill,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,0,52
11249038,eyes-confused,ears-swirl,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,33
11267862,eyes-mavis,ears-curly,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,6,61
11109314,eyes-nerdy,ears-tassels,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,4,39
11151199,eyes-telescope,ears-gill,mouth-lam,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
11154134,eyes-nerdy,ears-lotus,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,32
9739934,eyes-clear,ears-belieber,mouth-cute-bunny,horn-antenna,back-garish-worm,tail-twin-tail,Bug,6,35
11166592,eyes-topaz,ears-owl,mouth-catfish,horn-antenna,back-snail-shell,tail-twin-tail,Aquatic,2,46
11174427,eyes-zeal,ears-pink-cheek,mouth-cute-bunny,horn-antenna,back-snail-shell,tail-cattail,Aquatic,0,43
11061599,eyes-clear,ears-bubblemaker,mouth-piranha,horn-oranda,back-spiky-wing,tail-koi,Aquatic,4,54
11284976,eyes-clear,ears-owl,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,2,52
11294051,eyes-papi,ears-sakura,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,0,40
350341,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,3,61
5713003,eyes-gero,ears-bubblemaker,mouth-catfish,horn-oranda,back-sponge,tail-pupae,Aquatic,0,54
11284533,eyes-gecko,ears-inkling,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,2,44
10785343,eyes-cucumber-slice,ears-hollow,mouth-toothless-bite,horn-cerastes,back-garish-worm,tail-grass-snake,Reptile,2,38
10812891,eyes-papi,ears-lotus,mouth-serious,horn-leaf-bug,back-pumpkin,tail-yam,Plant,3,31
10829305,eyes-telescope,ears-inkling,mouth-tiny-turtle,horn-wing-horn,back-garish-worm,tail-grass-snake,Dusk,3,50
10423323,eyes-robin,ears-gill,mouth-nut-cracker,horn-arco,back-balloon,tail-nut-cracker,Mech,3,51
11154085,eyes-blossom,ears-clover,mouth-herbivore,horn-cactus,back-turnip,tail-cattail,Plant,3,31
11270452,eyes-telescope,ears-risky-bird,mouth-piranha,horn-clamshell,back-blue-moon,tail-shrimp,Aquatic,0,57
11104704,eyes-gecko,ears-pogona,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,0,41
11110241,eyes-blossom,ears-small-frill,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,2,33
11128167,eyes-telescope,ears-early-bird,mouth-risky-fish,horn-arco,back-scarab,tail-nimo,Aquatic,2,52
11003109,eyes-papi,ears-hollow,mouth-mosquito,horn-cactus,back-bidens,tail-hatsune,Plant,4,31
11181080,eyes-scar,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,5,41
11282364,eyes-lucas,ears-nimo,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,2,57
5001674,eyes-telescope,ears-gill,mouth-catfish,horn-scaly-spear,back-hermit,tail-nimo,Aquatic,3,55
7412166,eyes-clear,ears-gill,mouth-goda,horn-scaly-spear,back-goldfish,tail-nimo,Aquatic,2,53
9542961,eyes-puppy,ears-inkling,mouth-risky-fish,horn-scaly-spear,back-risky-beast,tail-koi,Aquatic,2,51
9946975,eyes-mavis,ears-curly,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,0,59
9969829,eyes-papi,ears-clover,mouth-zigzag,horn-cactus,back-bidens,tail-hatsune,Plant,3,31
11278847,eyes-cucumber-slice,ears-rosa,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,2,31
10907622,eyes-lucas,ears-inkling,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,3,57
11000502,eyes-papi,ears-rosa,mouth-serious,horn-leaf-bug,back-pumpkin,tail-cattail,Plant,4,31
11054579,eyes-clear,ears-pink-cheek,mouth-toothless-bite,horn-dual-blade,back-risky-beast,tail-twin-tail,Mech,4,48
10034896,eyes-gero,ears-nimo,mouth-tiny-turtle,horn-wing-horn,back-garish-worm,tail-grass-snake,Dusk,0,50
10093917,eyes-blossom,ears-rosa,mouth-serious,horn-leaf-bug,back-pumpkin,tail-yam,Plant,2,31
10122982,eyes-gero,ears-gill,mouth-toothless-bite,horn-cerastes,back-garish-worm,tail-grass-snake,Dusk,0,48
185108,eyes-chubby,ears-nyan,mouth-goda,horn-imp,back-ronin,tail-cottontail,Beast,4,41
3824020,eyes-cucumber-slice,ears-lotus,mouth-herbivore,horn-rose-bud,back-pumpkin,tail-cattail,Plant,1,31
10946318,eyes-clear,ears-nimo,mouth-piranha,horn-clamshell,back-blue-moon,tail-shrimp,Aquatic,2,57
3594453,eyes-papi,ears-rosa,mouth-serious,horn-beech,back-scarab,tail-yam,Plant,3,31
10012780,eyes-papi,ears-leafy,mouth-serious,horn-leaf-bug,back-shiitake,tail-yam,Plant,3,31
10441257,eyes-telescope,ears-bubblemaker,mouth-lam,horn-clamshell,back-furball,tail-shrimp,Aquatic,3,55
10462704,eyes-mavis,ears-owl,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,0,59
10836906,eyes-gero,ears-gill,mouth-lam,horn-arco,back-scarab,tail-nimo,Aquatic,6,52
11230467,eyes-confused,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,32
9947653,eyes-robin,ears-owl,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,4,59
11072258,eyes-gero,ears-gill,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
11275056,eyes-papi,ears-sakura,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,32
10935215,eyes-papi,ears-leaf-bug,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Plant,5,32
10949196,eyes-clear,ears-seaslug,mouth-lam,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
11195929,eyes-papi,ears-rosa,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,4,39
10988922,eyes-clear,ears-inkling,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,5,52
11073857,eyes-blossom,ears-rosa,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,32
11270741,eyes-sleepless,ears-curly,mouth-piranha,horn-cuckoo,back-blue-moon,tail-koi,Aquatic,2,57
11126953,eyes-clear,ears-inkling,mouth-piranha,horn-pocky,back-balloon,tail-koi,Aquatic,2,55
11142944,eyes-sleepless,ears-pink-cheek,mouth-pincer,horn-parasite,back-sandal,tail-fish-snack,Bug,2,37
11241511,eyes-sleepless,ears-inkling,mouth-pincer,horn-parasite,back-scarab,tail-fish-snack,Bug,0,37
10398350,eyes-cucumber-slice,ears-sakura,mouth-serious,horn-leaf-bug,back-pumpkin,tail-cattail,Plant,3,31
10666395,eyes-clear,ears-bubblemaker,mouth-piranha,horn-shoal-star,back-blue-moon,tail-shrimp,Aquatic,3,57
10825154,eyes-telescope,ears-seaslug,mouth-nut-cracker,horn-arco,back-balloon,tail-nut-cracker,Mech,5,51
610231,eyes-topaz,ears-rosa,mouth-goda,horn-imp,back-ronin,tail-cottontail,Beast,3,40
11176594,eyes-cucumber-slice,ears-clover,mouth-goda,horn-beech,back-watering-can,tail-cattail,Plant,2,32
11261538,eyes-clear,ears-tiny-fan,mouth-piranha,horn-eggshell,back-blue-moon,tail-shrimp,Aquatic,2,57
11183547,eyes-cucumber-slice,ears-hollow,mouth-herbivore,horn-beech,back-sandal,tail-cattail,Plant,4,31
11238960,eyes-little-owl,ears-curly,mouth-confident,horn-dual-blade,back-risky-beast,tail-rice,Beast,4,45
11249740,eyes-topaz,ears-pogona,mouth-kotaro,horn-scaly-spoon,back-turnip,tail-wall-gecko,Reptile,0,40
11115917,eyes-gecko,ears-pogona,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-gila,Reptile,4,41
11167672,eyes-clear,ears-inkling,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,4,52
11168052,eyes-confused,ears-early-bird,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,2,43
10691372,eyes-confused,ears-clover,mouth-serious,horn-cactus,back-watering-can,tail-cattail,Plant,4,31
10958269,eyes-scar,ears-pink-cheek,mouth-nut-cracker,horn-arco,back-balloon,tail-nut-cracker,Mech,5,49
11016903,eyes-telescope,ears-owl,mouth-toothless-bite,horn-eggshell,back-pigeon-post,tail-post-fight,Bird,3,59
2815159,eyes-topaz,ears-owl,mouth-razor-bite,horn-scaly-spear,back-bone-sail,tail-cottontail,Reptile,2,43
11218458,eyes-cucumber-slice,ears-lotus,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Dusk,3,41
11265143,eyes-papi,ears-lotus,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Dusk,4,41
592506,eyes-confused,ears-rosa,mouth-herbivore,horn-leaf-bug,back-shiitake,tail-hatsune,Plant,3,31
1632224,eyes-confused,ears-sakura,mouth-herbivore,horn-cactus,back-turnip,tail-cattail,Plant,4,31
10406044,eyes-mavis,ears-early-bird,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,4,61
1868040,eyes-papi,ears-lotus,mouth-serious,horn-leaf-bug,back-shiitake,tail-yam,Plant,3,31
6791780,eyes-blossom,ears-rosa,mouth-serious,horn-leaf-bug,back-pumpkin,tail-yam,Plant,3,31
11063629,eyes-gero,ears-seaslug,mouth-lam,horn-oranda,back-garish-worm,tail-shrimp,Aquatic,2,54
7251962,eyes-cucumber-slice,ears-rosa,mouth-serious,horn-cactus,back-green-thorns,tail-hatsune,Plant,0,32
10988796,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-arco,back-balloon,tail-hare,Bird,2,57
11248957,eyes-papi,ears-lotus,mouth-hungry-bird,horn-cactus,back-sandal,tail-cattail,Plant,0,34
11059289,eyes-telescope,ears-gill,mouth-lam,horn-dual-blade,back-timber,tail-nimo,Aquatic,3,53
11191392,eyes-clear,ears-nimo,mouth-piranha,horn-oranda,back-spiky-wing,tail-koi,Aquatic,1,54
11198784,eyes-sleepless,ears-owl,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
7166253,eyes-telescope,ears-bubblemaker,mouth-piranha,horn-eggshell,back-tri-feather,tail-koi,Aquatic,0,57
10166721,eyes-blossom,ears-clover,mouth-serious,horn-cactus,back-watering-can,tail-cattail,Plant,4,31
10619026,eyes-mavis,ears-seaslug,mouth-nut-cracker,horn-arco,back-hero,tail-nut-cracker,Mech,3,49
8757030,eyes-scar,ears-zen,mouth-zigzag,horn-little-branch,back-scarab,tail-twin-tail,Plant,1,34
10446946,eyes-mavis,ears-early-bird,mouth-toothless-bite,horn-kestrel,back-tri-feather,tail-the-last-one,Bird,4,59
10978069,eyes-little-owl,ears-clover,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,2,34
11196711,eyes-confused,ears-sakura,mouth-serious,horn-leaf-bug,back-watering-can,tail-cattail,Plant,3,31
11208049,eyes-mavis,ears-curly,mouth-toothless-bite,horn-dual-blade,back-risky-beast,tail-twin-tail,Mech,4,48
11236662,eyes-mavis,ears-nimo,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,3,57
11220658,eyes-blossom,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,0,32
11232366,eyes-clear,ears-inkling,mouth-piranha,horn-arco,back-risky-beast,tail-nimo,Aquatic,3,53
11238994,eyes-gero,ears-tiny-fan,mouth-piranha,horn-oranda,back-spiky-wing,tail-koi,Aquatic,5,54
10957722,eyes-sleepless,ears-inkling,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,4,52
11001752,eyes-papi,ears-lotus,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,32
11179811,eyes-clear,ears-seaslug,mouth-piranha,horn-cuckoo,back-blue-moon,tail-koi,Aquatic,3,57
9403301,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,6,59
11173500,eyes-gecko,ears-rosa,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,5,41
11184765,eyes-sleepless,ears-peace-maker,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
10997842,eyes-gero,ears-early-bird,mouth-piranha,horn-dual-blade,back-spiky-wing,tail-koi,Aquatic,3,52
11232913,eyes-gecko,ears-friezard,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,2,42
11292093,eyes-nerdy,ears-bubblemaker,mouth-catfish,horn-bumpy,back-scarab,tail-nimo,Dusk,3,49
11059219,eyes-cucumber-slice,ears-tassels,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,6,32
11077986,eyes-telescope,ears-gill,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,4,52
11080317,eyes-clear,ears-nimo,mouth-piranha,horn-cuckoo,back-blue-moon,tail-koi,Aquatic,5,57
11086433,eyes-lucas,ears-bubblemaker,mouth-pincer,horn-parasite,back-scarab,tail-fish-snack,Bug,3,37
11086526,eyes-robin,ears-bubblemaker,mouth-piranha,horn-pocky,back-balloon,tail-koi,Aquatic,4,55
11088929,eyes-tricky,ears-curly,mouth-pincer,horn-parasite,back-sandal,tail-fish-snack,Bug,3,35
10579536,eyes-lucas,ears-peace-maker,mouth-toothless-bite,horn-eggshell,back-pigeon-post,tail-post-fight,Bird,4,59
11282779,eyes-scar,ears-friezard,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,0,42
11288257,eyes-tricky,ears-inkling,mouth-mosquito,horn-caterpillars,back-snail-shell,tail-twin-tail,Bug,3,35
10869921,eyes-blossom,ears-lotus,mouth-serious,horn-cactus,back-watering-can,tail-cattail,Plant,2,31
11216366,eyes-clear,ears-tiny-fan,mouth-nut-cracker,horn-arco,back-balloon,tail-nut-cracker,Mech,0,51
11241243,eyes-clear,ears-bubblemaker,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,0,57
10540966,eyes-clear,ears-bubblemaker,mouth-lam,horn-oranda,back-spiky-wing,tail-koi,Aquatic,5,54
11173206,eyes-clear,ears-inkling,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,0,52
11270295,eyes-confused,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,4,40
1684082,eyes-topaz,ears-lotus,mouth-cute-bunny,horn-antenna,back-sandal,tail-fish-snack,Bug,4,32
8092972,eyes-gero,ears-gill,mouth-cute-bunny,horn-antenna,back-goldfish,tail-nimo,Aquatic,4,51
11251141,eyes-gecko,ears-lotus,mouth-cute-bunny,horn-antenna,back-pumpkin,tail-cattail,Plant,3,32
10570756,eyes-scar,ears-seaslug,mouth-pincer,horn-parasite,back-sandal,tail-fish-snack,Bug,2,35
10679812,eyes-clear,ears-tiny-fan,mouth-piranha,horn-pocky,back-spiky-wing,tail-koi,Aquatic,4,52
10763756,eyes-mavis,ears-curved-spine,mouth-pincer,horn-parasite,back-scarab,tail-fish-snack,Bug,2,35
4580341,eyes-papi,ears-lotus,mouth-serious,horn-rose-bud,back-bidens,tail-hatsune,Plant,4,31
11119601,eyes-robin,ears-owl,mouth-toothless-bite,horn-eggshell,back-pigeon-post,tail-swallow,Bird,1,59
11257603,eyes-scar,ears-rosa,mouth-goda,horn-beech,back-scarab,tail-cattail,Dusk,1,41
11035397,eyes-confused,ears-ear-breathing,mouth-mosquito,horn-caterpillars,back-snail-shell,tail-twin-tail,Bug,5,31
11090792,eyes-mavis,ears-owl,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,3,61
11244766,eyes-gero,ears-seaslug,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,46
11228294,eyes-nerdy,ears-leafy,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,2,40
11237241,eyes-clear,ears-nimo,mouth-piranha,horn-cuckoo,back-blue-moon,tail-koi,Aquatic,2,57
11258159,eyes-telescope,ears-owl,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
10580017,eyes-papi,ears-swirl,mouth-pincer,horn-parasite,back-sandal,tail-cattail,Bug,3,32
10740746,eyes-clear,ears-friezard,mouth-pincer,horn-parasite,back-scarab,tail-fish-snack,Bug,3,35
11098150,eyes-clear,ears-pink-cheek,mouth-piranha,horn-pocky,back-spiky-wing,tail-koi,Aquatic,5,52
10983186,eyes-neo,ears-curved-spine,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,4,40
11147507,eyes-papi,ears-sakura,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,32
11269495,eyes-clear,ears-bubblemaker,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,4,52
1343412,eyes-telescope,ears-bubblemaker,mouth-piranha,horn-clamshell,back-goldfish,tail-shrimp,Aquatic,4,57
3371922,eyes-cucumber-slice,ears-clover,mouth-serious,horn-rose-bud,back-pumpkin,tail-cattail,Plant,3,31
3593107,eyes-kotaro?,ears-larva,mouth-goda,horn-imp,back-ronin,tail-cottontail,Beast,2,39
3573100,eyes-chubby,ears-nyan,mouth-goda,horn-imp,back-ronin,tail-cottontail,Beast,4,41
6327079,eyes-lucas,ears-rosa,mouth-herbivore,horn-rose-bud,back-pumpkin,tail-cattail,Plant,0,34
11087704,eyes-lucas,ears-nimo,mouth-piranha,horn-clamshell,back-blue-moon,tail-shrimp,Aquatic,4,57
11045823,eyes-papi,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,32
11047222,eyes-clear,ears-gill,mouth-lam,horn-arco,back-scarab,tail-nimo,Aquatic,0,52
11051905,eyes-clear,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,0,59
4250816,eyes-neo,ears-puppy,mouth-goda,horn-dual-blade,back-risky-beast,tail-cottontail,Beast,4,40
11083693,eyes-cucumber-slice,ears-lotus,mouth-herbivore,horn-cactus,back-sandal,tail-cattail,Plant,0,31
11256157,eyes-confused,ears-larva,mouth-kotaro,horn-caterpillars,back-indian-star,tail-tiny-dino,Reptile,0,38
2118783,eyes-clear,ears-ear-breathing,mouth-mosquito,horn-shoal-star,back-sponge,tail-rice,Aquatic,3,49
8487606,eyes-confused,ears-clover,mouth-serious,horn-cactus,back-watering-can,tail-cattail,Plant,4,31
11233214,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-arco,back-tri-feather,tail-the-last-one,Bird,4,59
1800928,eyes-papi,ears-rosa,mouth-serious,horn-rose-bud,back-pumpkin,tail-cattail,Plant,3,31
2780522,eyes-blossom,ears-nyan,mouth-goda,horn-imp,back-ronin,tail-cottontail,Beast,2,40
11270696,eyes-lucas,ears-inkling,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,4,57
891837,eyes-mavis,ears-peace-maker,mouth-little-owl,horn-eggshell,back-pigeon-post,tail-post-fight,Bird,4,61
11203479,eyes-confused,ears-friezard,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,3,41
11214772,eyes-tricky,ears-small-frill,mouth-mosquito,horn-caterpillars,back-snail-shell,tail-twin-tail,Bug,4,33
10063618,eyes-papi,ears-hollow,mouth-zigzag,horn-cactus,back-bidens,tail-hatsune,Plant,0,31
10954087,eyes-robin,ears-curly,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,2,59
11146372,eyes-papi,ears-sakura,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,32
424414,eyes-scar,ears-friezard,mouth-kotaro,horn-cerastes,back-tri-spikes,tail-wall-gecko,Reptile,3,41
966452,eyes-chubby,ears-nyan,mouth-nut-cracker,horn-imp,back-ronin,tail-nut-cracker,Beast,3,41
3450909,eyes-papi,ears-clover,mouth-serious,horn-cactus,back-pumpkin,tail-cattail,Plant,4,31
8808506,eyes-confused,ears-pogona,mouth-serious,horn-cactus,back-watering-can,tail-cattail,Plant,4,32
10613402,eyes-clear,ears-tiny-fan,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,4,57
11218835,eyes-gero,ears-gill,mouth-nut-cracker,horn-arco,back-balloon,tail-nut-cracker,Mech,3,51
9178531,eyes-papi,ears-sakura,mouth-toothless-bite,horn-cerastes,back-garish-worm,tail-grass-snake,Reptile,0,38
9422984,eyes-telescope,ears-bubblemaker,mouth-tiny-turtle,horn-wing-horn,back-garish-worm,tail-grass-snake,Dusk,5,50
10373947,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-balloon,tail-the-last-one,Bird,5,61
10863630,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,5,61
11275065,eyes-confused,ears-sakura,mouth-goda,horn-beech,back-sandal,tail-cottontail,Plant,0,33
11256530,eyes-telescope,ears-nimo,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
11263182,eyes-papi,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,32
11272248,eyes-papi,ears-leaf-bug,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,2,39
11234750,eyes-cucumber-slice,ears-clover,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,40
11241295,eyes-clear,ears-bubblemaker,mouth-lam,horn-oranda,back-spiky-wing,tail-koi,Aquatic,2,54
11266491,eyes-clear,ears-gill,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,2,52
2775523,eyes-mavis,ears-owl,mouth-little-owl,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,2,61
9275212,eyes-mavis,ears-seaslug,mouth-piranha,horn-dual-blade,back-hero,tail-hare,Mech,4,51
10865587,eyes-papi,ears-rosa,mouth-serious,horn-cactus,back-watering-can,tail-cattail,Plant,5,31
11242828,eyes-bookworm,ears-lotus,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,4,40
11245989,eyes-robin,ears-gill,mouth-toothless-bite,horn-eggshell,back-pigeon-post,tail-hare,Bird,2,57
11267929,eyes-confused,ears-clover,mouth-mosquito,horn-cactus,back-bidens,tail-gravel-ant,Plant,4,31
6881169,eyes-mavis,ears-owl,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,5,59
11251714,eyes-topaz,ears-friezard,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,42
11259079,eyes-clear,ears-nimo,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
11038833,eyes-mavis,ears-curly,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,5,61
11055097,eyes-papi,ears-sakura,mouth-mosquito,horn-cactus,back-bidens,tail-hatsune,Plant,4,31
11252553,eyes-scar,ears-clover,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,41
10898117,eyes-mavis,ears-owl,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,3,59
11075200,eyes-cucumber-slice,ears-friezard,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,3,32
11132975,eyes-gero,ears-inkling,mouth-catfish,horn-caterpillars,back-sponge,tail-nimo,Aquatic,3,54
11141957,eyes-lucas,ears-seaslug,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,3,57
11144711,eyes-papi,ears-rosa,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,2,31
11281890,eyes-confused,ears-clover,mouth-mosquito,horn-cactus,back-bidens,tail-gravel-ant,Plant,2,31
11011873,eyes-clear,ears-bubblemaker,mouth-piranha,horn-pliers,back-risky-beast,tail-koi,Aquatic,0,52
11100854,eyes-papi,ears-lotus,mouth-serious,horn-leaf-bug,back-bone-sail,tail-cattail,Plant,2,32
11107734,eyes-clear,ears-tiny-fan,mouth-piranha,horn-arco,back-blue-moon,tail-nimo,Aquatic,4,55
9265623,eyes-robin,ears-risky-bird,mouth-goda,horn-arco,back-hero,tail-hare,Mech,7,49
11050196,eyes-tricky,ears-rosa,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,6,40
11173164,eyes-scar,ears-friezard,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,42
10944994,eyes-telescope,ears-tiny-fan,mouth-kotaro,horn-parasite,back-buzz-buzz,tail-fish-snack,Bug,2,38
11056361,eyes-clear,ears-risky-bird,mouth-risky-fish,horn-pocky,back-balloon,tail-koi,Aquatic,2,55
11268332,eyes-tricky,ears-nimo,mouth-goda,horn-caterpillars,back-bone-sail,tail-cattail,Plant,3,37
